city,county,exteriorConstruction,floorSizeValue,hvacTypes,lotSizeValue,lotSizeUnit,mostRecentPricePerSquareFoot,mostRecentStatus,mlsNumber,neighborhoods,numBathroom,numBedroom,numFloor,numParkingSpaces,parkingTypes,prices,propertyType,province,sewerType,yearBuilt,parkingTypes_cleaned,lotSizeUnit_encoded
Miami,Miami-Dade,"CBS Construction,Block",1574.0,"Cooling-Central Air,Heating-Central,Central,Central Air",108039.0,Square Feet,476.18,For Sale,A11818462,"Brickell Bay Tower,Brickell,Brickell Bay Tower Condo,Miami-Dade,Miami Financial District,BRICKELL BAY TOWER CONDO,Downtown",2.0,2.0,14.0,20.0,Attached Garage,5500.0,Condo,FL,Public,1964.0,attached garage,1
Knoxville,"Knox County, TN","Frame,Vinyl,Vinyl Siding, Other, Brick, Block, Frame,Other, Brick, Block, Frame,Brick,Siding,Other",1866.0,"Cooling-Central Air,Yes,Cooling-Central Air, Ceiling Fan(s),Ceiling Fan(s),Gas,Forced Air,Heating-Central,Central Cooling,Central Air,Heating-Other Other,HVACCooling,Natural Gas",0.37,Acres,176.85,Sold,2827473,"Westfield Acres Unit 2 Pt 5,Westfield Acres",2.0,4.0,2.0,2.0,"Carport,Attached Garage",379900.0,Land,TN,Public,1972.0,"attached garage, carport",0
Loudon,"Loudon County, TN","Vinyl,Brick,Vinyl Siding,Block,Block,,Steel Siding,Steel,Other",3532.0,"Heating-Heat Pump, Central,Electric,Central,Central Cooling,Central Air,Heating-Electric Heating Heat Pump, Central,Has Cooling,Cooling-Central Air,Heat Pump,Heating and Cooling,Has Heating,NONE,None,Natural Gas",1.1,Acres,254.53,Off Market,2828140,"Tennessee,None",3.0,3.0,2.0,300.0,"Carport,Attached Garage",19900.0,Single Family Dwelling,TN,Septic,2022.0,"attached garage, carport",0
Loudon,"Loudon County, TN","Vinyl,Brick,Vinyl Siding,Block,Block,,Steel Siding,Steel,Other",3532.0,"Heating-Heat Pump, Central,Electric,Central,Central Cooling,Central Air,Heating-Electric Heating Heat Pump, Central,Has Cooling,Cooling-Central Air,Heat Pump,Heating and Cooling,Has Heating,NONE,None,Natural Gas",1.1,Acres,254.53,Off Market,2828140,"Tennessee,None",3.0,3.0,2.0,300.0,"Carport,Attached Garage",19900.0,Single Family Dwelling,TN,Private,2022.0,"attached garage, carport",0
Islip,Suffolk County,"Frame, Vinyl Siding,Frame,Vinyl,Frame,Vinyl Siding,Vinyl Siding",2172.0,"Has Cooling,Heating-Oil,Cooling-Central Air,Oil,Hot Air,Central Air",14375.0,Square Feet,336.1,For Sale,886297,Illinois,2.0,3.0,1.6356687898089173,4.0,Driveway,729999.0,Single Family Dwelling,NY,Public,1898.0,driveway,1
San Antonio,Bexar County,"MAT/RAFT FOUNDATION (SLAB),OTHER (NOT CLASSIFIED)",1695.0,"FORCED AIR,Central Electric,Air Conditioning,CENTRAL,Electric,Heating and Cooling",6064.0,Square Feet,1.24,Rental,44419284,"Woodbridge at Monte Viejo,Texas,Southeast San Antonio",2.5,4.0,2.0,2.0,Attached Garage,825493.9891451831,Single Family Dwelling,TX,Public,2005.0,attached garage,1
Overland Park,"Johnson, KS","Stucco,Frame,WOOD,Frame; Stucco,Foundation,FRAME,Frame, Stucco",3704.0,"Has Cooling,FORCED AIR,Cooling-Electric, Ceiling Fan(s),Heating-Forced Air,Electric,GAS,Forced Air,Heating and Cooling,Has Heating,HVACCooling",0.33,Acres,161.72,For Sale,2561450,"Fairfield Manor,Kansas",4.5,5.0,1.0,3.0,"Carport,Attached Garage",599000.0,Single Family Dwelling,KS,Public,2004.0,"attached garage, carport",0
Atlanta,Fulton,"Frame,WOOD,WOOD FRAME,Other",2076.0,"Has Cooling,FORCED AIR,Cooling-Central Air,CENTRAL,GAS,Heating-Central,Central,Heating and Cooling,Has Heating,Central Air",0.3476,Acres,505.78,For Sale,7539241,"Garden Hills,Atlanta,Hardman Ct,Georgia",2.0,3.0,1.0,4.0,"Driveway,Carport,Detached Garage,Attached Garage",1200000.0,Single Family Dwelling,GA,Public,1938.0,"attached garage, carport, detached garage, driveway",0
Versailles,Woodford,"Brick Veneer, Vinyl Siding,Vinyl,Brick Trim/Veneer,Vinyl Siding, Brick Veneer",2531.0,"Zoned,Cooling-Electric, A/C - Zone,Electric,Forced Air,Heating-Forced Air, Zone",0.179,Acres,151.1,Pending,24024391,"Paynes Crossing,Versailles",3.0,4.0,2.0,2.0,"Driveway,Attached Garage",382433.0,Single Family Dwelling,KY,Public,2024.0,"attached garage, driveway",0
Marietta,Cobb,Brick,250064.0,"NONE,None",17.08,Acres,599.85,Off Market,225031250,Cumberland Business Park,2.466245487364621,3.892095357590966,1.6356687898089173,88.0,Attached Garage,150000000.0,Commercial,GA,Public,1984.0,attached garage,0
Wilmington,New Hanover County,"Brick, Wood Frame,Brick; Wood Frame",1378.0,"Heat Pump,Electric,Heating-Electric Heating Heat Pump,Cooling-Ceiling Fan(s)",14462.0,Square Feet,216.98,For Sale,100516430,"Wilmington,Kings Grant",1.5,3.0,1.0,2.0,Street,299000.0,Single Family Dwelling,NC,Public,1971.0,street,1
Clearwater,Pinellas County,Cb Stucco/Cb Reclad,1412.0,"Heating: Central Duct,Cooling: Cooling (Central)",111730.25,Square Feet,232.87,Sold,U8134790,Florida,2.0,3.0,1.0,2.0,"Carport,Attached Garage",825493.9891451831,Single Family Dwelling,FL,Public,1979.0,"attached garage, carport",1
SAN MATEO,San Mateo,Brick,974.0,"Cooling-None, Electric,Electric,None,Wall Furnace,Heating-Electric Heating Wall Unit",1015.0,Square Feet,717.66,For Sale,ML82011776,North Central,1.0,2.0,1.0,1.0,Attached Garage,699000.0,Condo,CA,Public,1965.0,attached garage,1
Philadelphia,Lee County,Brick,1440.0,"Heating: Central Duct,Cooling: Cooling (Central)",1488.0,Square Feet,95.83,Sold,PAPH2429958,"Tacony,Pennsylvania",2.466245487364621,3.892095357590966,2.0,20.317147192716238,Attached Garage,138000.0,Single Family Dwelling,PA,Public,1950.0,attached garage,1
Detroit,Wayne,Brick,1030.0,"Baseboard,Has Cooling,Window Unit(s),Window Units,Electric,Heating-Electric Heating Baseboard,Forced Air,Heating and Cooling,Has Heating,Wall Unit(s)",523.0,Square Feet,164.08,For Sale,20251008096,"Gold Coast,Indian Village,Lower East Detroit,Wayne County Condo Plan 157 Shoreline East,Michigan",1.0,2.0,1.0,2.0,"Carport,Parking Lot,Attached Garage",169000.0,Condo,MI,Public,1966.0,"attached garage, carport, parking lot",1
Jamestown,"Fentress County, TN","Frame, Vinyl Siding,Frame,SIDING,Vinyl,Vinyl Siding, Frame,Vinyl Siding,FOOTING",1457.0,"Electric,Heating-Central,Cooling Y N: Yes,Heating: Central,Central,Central Air,AC.PACKAGE,Has Cooling,Cooling-Central Air,Cooling: Central Air,HVACHeating,Ceiling Fan(s),Heating and Cooling,Heating Yn: Yes,Has Heating",1.47,Acres,190,Off Market,2827341,"Stone Cliff Acres Ph Ii,Stone Cliff Acres Ph II,Stone Cliff Acres Phase II",2.0,3.0,1.0,2.0,"Carport,Street,Attached Garage",275000.0,Single Family Dwelling,TN,Septic,2019.0,"attached garage, carport, street",0
Yakima,Yakima,Wood,800.0,"No,Heating,Yes,Electric,None,Wall Unit(s)",4891.0,Square Feet,137.5,For Sale,2375775,"Terrace Heights,Naches",1.0,2.0,1.0,1.0,"Driveway,Carport,Detached Garage",130000.0,Manufactured Home,WA,Public,1979.0,"carport, detached garage, driveway",1
Detroit,Wayne,"Aluminum,Aluminum Siding,Other",1435.0,"Heating only,Heating-Gas Heat Forced Air,No Cooling,Heating-Forced Air,Forced Air,Forced air,Has Heating,None,Natural Gas",0.07,Acres,174.15,For Sale,20251005291,"Davison,Highland Gardens Sub,Michigan",3.5,5.0,1.0,1.0,"Carport,Detached Garage,Attached Garage",19000.0,Single Family Dwelling,MI,Public,1924.0,"attached garage, carport, detached garage",0
Highlands,Macon County,Wood Siding,1560.0,"Has Heating (Unspecified Type),Ceiling Fan(s),Central Air, Ceiling Fan(s),Central Air",1.63,Acres,618.59,For Sale,1001332,Illinois,2.0,3.0,1.0,2.0,Carport,965000.0,Single Family Dwelling,NC,Septic,1996.0,carport,0
Highlands,Macon County,Wood Siding,1560.0,"Has Heating (Unspecified Type),Ceiling Fan(s),Central Air, Ceiling Fan(s),Central Air",1.63,Acres,618.59,For Sale,1001332,Illinois,2.0,3.0,1.0,2.0,Carport,965000.0,Single Family Dwelling,NC,Public,1996.0,carport,0
Danville,contra-costa,SIDING,1619.0,"FORCED AIR,CENTRAL,Forced Air,Central Air",3528.0,Square Feet,232.87,Off Market,40663320,"Danville,California",2.0,3.0,1.0,2.0,Attached Garage,828000.0,Townhouse,CA,Public,1982.0,attached garage,1
Cleveland,Cuyahoga,"ALUMINUM/VINYL,Wood,Wood Siding",1436.0,"Hot Water,Cooling Y N: No,Heating: Gas, Hot Water, Steam,HOT WATER,HeatingYN: Yes,Steam,Gas,Cooling: None,NONE,None,Heating-Gas Heat, Steam, Hot Water Radiant,Natural Gas,Cooling-None, Gas",0.17,Acres,55.64,Off Market,5130619,"South Collinwood,Cyrus Ruples Estate,Ohio,Cleveland",1.0,4.0,2.0,1.0,"Street,Detached Garage,Attached Garage",50000.0,Single Family Dwelling,OH,Public,1900.0,"attached garage, detached garage, street",0
Orting,Pierce,Brick,1286.0,"Air Conditioning,Heating,Heating-Forced Air,Forced Air",5.06,Acres,458.01,For Sale,2376572,"Orting, WA,Orting",2.0,3.0,1.0,4.0,"RV Parking,Carport,Attached Garage",360000.0,Manufactured Home,WA,Septic,1988.0,"attached garage, carport, rv parking",0
Huntington,Suffolk County,"Frame, Brick Siding, Vinyl Siding,Brick",3500.0,"Zoned,Baseboard,Central,Cooling-A/C - Other,Hot Air,NONE,None,Natural Gas,Heating-Gas Heat, Other Other,Other",21780.0,Square Feet,22500,For Sale,889137,"New York,Huntington",4.0,5.0,2.0,2.0,Attached Garage,495000.0,Single Family Dwelling,NY,Public,1958.0,attached garage,1
Friday Harbor,San Juan,Wood,3354.0,"Baseboard,Heating-Baseboard,Wood,Heating,Electric,Cooling-Ceiling Fan(s),None",1.22,Acres,290.7,For Sale,2375090,"Friday Harbor,San Juan Island,Mictchell Bay Playground,North,Washington",3.0,3.0,2.0,1.0,"RV Parking,Street,Detached Garage",551155.0,Single Family Dwelling,WA,Septic,1979.0,"detached garage, rv parking, street",0
Winnetka,Cook,"Frame,Wood",4197.0,"Central,None",28989.0,Square Feet,341.15,Pending,07134780,Illinois,5.0,4.0,2.0,2.0,Attached Garage,975000.0,Single Family Dwelling,IL,Public,1936.0,attached garage,1
Bethpage,Nassau County,"Frame, Vinyl Siding,Frame,Vinyl,Frame,Vinyl Siding,Vinyl Siding,Attic/Crawl Hatchway(s) Insulated; Shake Siding; Vinyl Siding",2200.0,"Baseboard,Has Cooling,Oil,Cooling-Central Air, Ceiling Fan(s),Electric,Forced Air,Heating-Oil Forced Air, Baseboard,Central,Central Air",5998.0,Square Feet,409.09,For Sale,888494,"New York,Bethpage, NY",3.0,4.0,2.0,1.0,Attached Garage,185000.0,Single Family Dwelling,NY,Public,1951.0,attached garage,1
Massapequa,Nassau County,Frame,2200.0,"Has Cooling,Cooling-Central Air,Heating-Gas Heat,Has Heating Unspecified Type,Central Air,Natural Gas",9801.0,Square Feet,23.47,For Sale,888905,"New York,Nassau Shores",2.0,4.0,1.0,2.0,Attached Garage,230000.0,Single Family Dwelling,NY,Public,1941.0,attached garage,1
New York,Queens,Brick,1200.0,"Heating: Central Duct,Cooling: Cooling (Central)",43067.04824884569,Square Feet,232.87,For Sale,888989,Illinois,2.0,3.0,1.6356687898089173,20.317147192716238,Attached Garage,825493.9891451831,Single Family Dwelling,NY,Public,1961.0,attached garage,1
Mission,Hidalgo County,Brick,625.0,"Heating: Central Duct,Cooling: Cooling (Central)",24006.0,Square Feet,232.87,Pending,384662,Texas,1.0,2.0,1.6356687898089173,575.0,"Carport,Attached Garage",825493.9891451831,Single Family Dwelling,TX,Public,1993.0,"attached garage, carport",1
Canyon Lake,Comal County,"Brick,Other",600.0,"Other Cooling,Central Electric",1.35,Acres,232.87,Rental,SABORTX-1876081,Illinois,1.0,1.0,1.0,20.317147192716238,Attached Garage,1050.0,Rental Unit,TX,Septic,1998.0,attached garage,0
Mission,Hidalgo County,Brick,960.0,"Heating: Central Duct,Cooling: Cooling (Central)",5454.0,Square Feet,232.87,Off Market,355686,Texas,1.0,3.0,1.6356687898089173,276.0,"Carport,Attached Garage",825493.9891451831,Single Family Dwelling,TX,Public,1999.0,"attached garage, carport",1
Marietta,Cobb,"Brick Front, HardiPlank Type,Brick,HardiPlank Type,Brick Front",5006.0,"Has Cooling,Heating-Gas Heat,Ceiling Fan(s),Cooling-Central Air, Ceiling Fan(s),Central,Heating and Cooling,Has Heating,Central Air,Natural Gas,Heating-Gas Heat Central",16204.0,Square Feet,196.9,For Sale,7600804,"Marietta,Georgia,Northampton",5.0,6.0,2.0,2.0,"Driveway,Carport,Attached Garage",1050000.0,Single Family Dwelling,GA,Public,1997.0,"attached garage, carport, driveway",1
West Hempstead,Nassau County,"Frame,ALUMINUM/VINYL,Foundation,FRAME",1453.0,"Baseboard,Has Cooling,Oil,OIL,Cooling-Window/Wall Unit, Ceiling Fan(s),CENTRAL,Heating-Gas Heat Baseboard,Central,Wall/Window Unit(s),Natural Gas",6421.0,Square Feet,508.6,For Sale,889492,New York,2.0,3.0,2.0,1.0,Attached Garage,400000.0,Single Family Dwelling,NY,Public,1957.0,attached garage,1
Lindenhurst,Suffolk County,"Frame, Vinyl Siding,Frame,Vinyl,Vinyl Siding",1225.0,"Natural Gas, Hot Water,Hot Water,Has Heating (Unspecified Type),Heating-Gas Heat,Contact Manager,Heating-Gas Heat, Hot Water,Cooling: No,Heating: Natural Gas, Hot Water,NumberOfHeatingZones: 1,Cooling: None,None,Natural Gas",5001.0,Square Feet,432.57,For Sale,889125,"Lindenhurst,Babylon",2.0,3.0,2.0,1.0,"Street,Attached Garage",137000.0,Single Family Dwelling,NY,Public,1950.0,"attached garage, street",1
McAllen,Hidalgo County,"Brick,Mat/raft Foundation (slab)",1825.0,"Cooling-Central Air, Electric, Ceiling Fan(s),Ceiling Fan,Central Furnace,Has Heating (Unspecified Type),Air Conditioner,Yes,Electric,Central,Central Air",8276.0,Square Feet,1.26,Off Market,452088,"McAllen,La Cantera Estates,Texas,Downtown McAllen",2.0,3.0,100.0,4.0,"Carport,Attached Garage",825493.9891451831,Single Family Dwelling,TX,Public,2005.0,"attached garage, carport",1
Winnetka,Cook,Stucco,4019.0,"Zoned,Heating-Forced Air,Forced Air,Central,Cooling-Central Air, A/C - Zone,None,Central Air",27596.0,Square Feet,865.89,Sold,12151248,"Winnetka,Illinois",4.5,6.0,2.0,25.0,Attached Garage,3480000.0,Single Family Dwelling,IL,Public,1906.0,attached garage,1
Davis Park,Suffolk County,"Frame,Shakes,Frame, Cedar, Shake Siding,Cedar",1432.0,"Zoned,Heating-Electric Heating,Cooling-Window/Wall Unit, Ceiling Fan(s),Electric,Wall Unit(s), Zoned,Cooling-A/C - Zone, Wall Air Conditioning,Wall/Window Unit(s),Wall Unit(s)",21344.0,Square Feet,1204.61,For Sale,871926,"New York,Patchogue,Davis Park",3.0,3.0,2.0,20.317147192716238,Attached Garage,1725000.0,Single Family Dwelling,NY,Public,1959.0,attached garage,1
Helen,White County,"Wood,Fiber Cement,Cement Siding, Concrete, Stone,Concrete; Stone,Masonry (unspecified),Concrete, Stone,Concrete,Aluminum/vinyl,Stone,Concrete,Stone,Cement Siding",4368.0,"Cooling-Central Air, Electric, Ceiling Fan(s),Heat pump,Central,Heating: Central, Heat Pump,Central Air,Ceiling Fan(s), Central Air, Heat Pump,Heating-Electric Heating, Propane Central,Has Heating,NONE,Natural Gas,Electric, CeilingFan(s), Central Air, Heat Pump,Heating-Gas Heat Central,Cooling-Central Air, Electric,Has Cooling,Cooling-Central Air,Air Conditioning,Heating,Heat Pump,Cooling-Central Air, Ceiling Fan(s),Ceiling Fan(s),Heating-Electric Heating Central,Cooling: Ceiling Fan(s), Central Air, Heat Pump,Heating and Cooling,Heating: Central, Electric,None,Cooling: Ceiling Fan(s), Central Air, Electric",0.81,Acres,166.9,For Sale,7601486,"Innsbruck,Georgia,Helen",6.0,5.0,1.0,4.0,"Driveway,Carport,Street,Attached Garage",749000.0,Single Family Dwelling,GA,Septic,2007.0,"attached garage, carport, driveway, street",0
Helen,White County,"Wood,Fiber Cement,Cement Siding, Concrete, Stone,Concrete; Stone,Masonry (unspecified),Concrete, Stone,Concrete,Aluminum/vinyl,Stone,Concrete,Stone,Cement Siding",4368.0,"Cooling-Central Air, Electric, Ceiling Fan(s),Heat pump,Central,Heating: Central, Heat Pump,Central Air,Ceiling Fan(s), Central Air, Heat Pump,Heating-Electric Heating, Propane Central,Has Heating,NONE,Natural Gas,Electric, CeilingFan(s), Central Air, Heat Pump,Heating-Gas Heat Central,Cooling-Central Air, Electric,Has Cooling,Cooling-Central Air,Air Conditioning,Heating,Heat Pump,Cooling-Central Air, Ceiling Fan(s),Ceiling Fan(s),Heating-Electric Heating Central,Cooling: Ceiling Fan(s), Central Air, Heat Pump,Heating and Cooling,Heating: Central, Electric,None,Cooling: Ceiling Fan(s), Central Air, Electric",0.81,Acres,166.9,For Sale,7601486,"Innsbruck,Georgia,Helen",6.0,5.0,1.0,4.0,"Driveway,Carport,Street,Attached Garage",749000.0,Single Family Dwelling,GA,Public,2007.0,"attached garage, carport, driveway, street",0
Hayden,Routt County,"Frame, Wood Siding,Frame,Wood,Wood Siding,Other",1586.0,"Baseboard,Space/Suspended,Heating-Electric Heating Radiant,Heating only,Heating-Electric Heating,Cooling-None,Yes,Electric,Radiant Floor,Has Heating,Cooling-Ceiling Fan(s),Natural Gas",8712.0,Square Feet,375.16,Rental,S1056900,"Hayden,Unknown,Colorado,Golden Meadows,GOLDEN MEADOWS HAYDEN",3.0,4.0,2.0,2.0,Attached Garage,530000.0,Single Family Dwelling,CO,Public,1975.0,attached garage,1
Leland,Brunswick,"Composition,WOOD SIDING,RAISED (UNSPECIFIED),Stone,Composition, Stone, Wood Frame",2440.0,"HeatingSystemFuelSource: Electric,Heat Pump,Ceiling Fan(s),CENTRAL,Electric,Heating System: Heat Pump,Heating-Gas Heat, Electric Heating Heat Pump,Cooling-Ceiling Fan(s),HEAT PUMP,ELECTRIC,Cooling System: Heat Pump",0.16,Acres,256.15,Off Market,100483244,Brunswick Forest,3.5,3.0,1.0,2.0,"Driveway,Street,Attached Garage",685000.0,Single Family Dwelling,NC,Public,2016.0,"attached garage, driveway, street",0
Winnetka,Cook,"Frame,Wood",5184.0,"Central,None",43429.0,Square Feet,232.87,Off Market,11080484,Illinois,7.0,7.0,2.0,3.0,Attached Garage,825493.9891451831,Single Family Dwelling,IL,Public,1899.0,attached garage,1
Henrico,Henrico,"Frame,Brick, Vinyl Siding,Drywall,Brick,Combination,Brick, Drywall, Frame, Hardboard,Brick, Frame,Hardboard,Other",2830.0,"Baseboard,Heat pump,Cooling Y N: Yes,Central,Central Air,Cooling-Central Air, Heat Pump, Ceiling Fan(s),Air Conditioner,Heating: Electric, Forced Air, Natural Gas,Forced air,Heating Yn: Yes,Has Heating,Heat Pumps,Natural Gas,Electric,Heating-Gas Heat Heat Pump, Forced Air,HVACCooling,Cooling-Central Air, Electric,Has Cooling,Cooling: Central Air,Heat Pump,Heating-Gas Heat, Electric Heating Forced Air,Ceiling Fan(s),Central A/C,Gas,Forced Air,Heating and Cooling,Fireplace",10454.0,Square Feet,167.84,For Sale,10592754,"Western Henrico County,ALL OTHERS AREA 150,BRICKHAVEN / REGENCY,Virginia,Brinkhaven",4.0,4.0,4.0,6.0,"Driveway,Street,Attached Garage",349950.0,Single Family Dwelling,VA,Public,1960.0,"attached garage, driveway, street",1
Danville,Contra Costa,Brick,2171.0,"Gas,Forced Air,Central",9690.0,Square Feet,232.87,Off Market,41097375,"Danville,California",2.0,4.0,1.0,2.0,Attached Garage,2275520.0,Single Family Dwelling,CA,Public,1970.0,attached garage,1
MISSION,Hidalgo County,Brick,1440.0,"Heating: Central Duct,Cooling: Cooling (Central)",21824.0,Square Feet,232.87,Sold,371042,Illinois,1.0,3.0,1.6356687898089173,20.317147192716238,Attached Garage,825493.9891451831,Single Family Dwelling,TX,Public,1996.0,attached garage,1
Bay Shore,Suffolk County,Frame,2000.0,"Baseboard,Heating-Oil,Oil,Heating-Oil Baseboard,None",10019.0,Square Feet,364.95,For Sale,888787,"Bay Shore,New York,North Bay Shore",2.0,5.0,1.6356687898089173,1.0,Attached Garage,381600.0,Single Family Dwelling,NY,Public,1965.0,attached garage,1
Philadelphia,Philadelphia,"BRICK,MASONRY/CONCRETE MASONRY UNITS (CMUS)",1414.0,NONE,1760.0,Square Feet,93.35,Sold,1002700164,"Mayfair,Pennsylvania",1.0,3.0,2.0,2.0,Attached Garage,132000.0,Single Family Dwelling,PA,Public,1950.0,attached garage,1
WINNETKA,Cook,Brick,4785.0,"NONE,None",17800.0,Square Feet,3544.41,Off Market,11444697,Illinois,3.5,6.0,2.0,1.0,Attached Garage,1300000.0,Single Family Dwelling,IL,Public,1934.0,attached garage,1
Van Buren Twp,Wayne,"Brick; Vinyl Siding,Vinyl,Brick",3280.0,"Cooling-Central Air,Heating-Gas Heat Forced Air,Ceiling Fan(s),Forced Air,Ceiling Fans, Central Air,Central Air,Natural Gas",0.21,Acres,161.55,For Sale,20250018084,"WAYNE COUNTY CONDO SUB PLAN NO 831 VAN BUREN,Van Buren Twp,Michigan",3.5,4.0,2.0,3.0,Attached Garage,82500.0,Single Family Dwelling,MI,Public,2005.0,attached garage,0
Smyrna,Cobb - GA,"Brick, Brick 4 Sides,Brick",1058.0,"Hot Water,Attic Fan,Heating-Gas Heat, Hot Water Forced Air, Central,Electric,Central,Central Air,Common,Ceiling Fan(s),Gas,Cooling-Central Air, A/C - Other, Ceiling Fan(s),Forced Air,Natural Gas,Other",7048.0,Square Feet,330.81,For Sale,7592650,"Georgia,Green Hills",1.0,3.0,1.0,20.317147192716238,"Carport,Street,Attached Garage",350000.0,Single Family Dwelling,GA,Public,1956.0,"attached garage, carport, street",1
Danville,Lee County,Brick,2780.0,"Forced Air,Central Air",10500.0,Square Feet,232.87,Sold,11056671,"Danville,California",3.5,5.0,2.0,3.0,Attached Garage,661000.0,Single Family Dwelling,CA,Public,1969.0,attached garage,1
WINNETKA,Cook,Brick,6327.0,"Heating: Central Duct,Cooling: Cooling (Central)",37400.0,Square Feet,232.87,Sold,11423221,Illinois,6.0,5.0,2.0,4.0,"Driveway,Attached Garage",825493.9891451831,Single Family Dwelling,IL,Public,2004.0,"attached garage, driveway",1
WINNETKA,Cook,Brick,2142.0,Heating-Gas Heat,7465.0,Square Feet,245.1,Pending,11709235,"Glencoe,Illinois,North Shore",2.5,4.0,2.0,1.0,Attached Garage,525000.0,Single Family Dwelling,IL,Public,1923.0,attached garage,1
